"","County","TrumpPct","Votes","Less_Than_High_School_Diploma","At_Least_High_School_Diploma","At_Least_Bachelor's_Degree","Graduate_Degree","School_Enrollment","Median_Earnings_2010","Poor.physical.health.days","Poor.mental.health.days","Low.birthweight","Teen.births","Children.in.single.parent.households","Adult.smoking","Adult.obesity","Diabetes","Sexually.transmitted.infections","HIV.prevalence.rate","Uninsured","Unemployment","Violent.crime","Homicide.rate","Injury.deaths","Infant.mortality","precip","Candidate"
"769","Emporia city, Virginia",33.4600760456,2367,28.4,71.6,15.4,7.9,69.9,22765.0873,NA,NA,0.11,51.3,0.684,NA,0.336,0.131,1141.2,497.2,0.162,0.116,659.58,NA,96.2,NA,NA,"Clinton"
"770","Hopewell city, Virginia",43.3206958073,8968,23.9,76.1,10.9,3.7,70.8,26569.738415,4.9,4.3,0.11,79.5,0.558,0.353,0.341,0.128,872.5,442.9,0.183,0.087,802.61,12.77,60.5,12.7,1175.512,"Clinton"
"771","Virginia Beach city, Virginia",49.0987688799,171876,7.5,92.5,31.9,10.9,73.35,32945.334285,3.3,3.5,0.08,28.2,0.309,0.186,0.275,0.09,592,305,0.133,0.056,190.98,4.42,45,7.8,NA,"Clinton"
"772","Douglas County, Washington",62.8586378303,11467,20.7,79.3,17.3,5.9,73.8,23190.08762,4,3,0.06,45.9,0.303,0.151,0.288,0.098,292.5,29.5,0.229,0.075,158.43,NA,58.7,6,292.6588,"Trump"
"773","Douglas County, Wisconsin",43.5294117647,22185,9.5,90.5,22,7.3,77.85,26338.105715,3.4,2.9,0.06,30.1,0.332,0.233,0.297,0.085,297,49.6,0.11,0.064,173.08,NA,69.2,7.4,803.3512,"Clinton"
"774","Menominee County, Wisconsin",21.032056294,1279,18,82,10.5,3.1,68.8,18244.909205,4.3,2.2,0.08,113.7,0.547,0.456,0.403,0.121,1793.9,177.6,0.139,0.153,38.31,NA,108.3,NA,NA,"Clinton"
"775","Taylor County, Wisconsin",69.9692046299,9417,15.4,84.6,13.6,5,72.8,26822.515555,2.4,2.7,0.06,19.8,0.245,0.166,0.292,0.093,183.9,NA,0.109,0.078,54.35,NA,51.5,NA,840.994,"Trump"
"776","Lincoln County, West Virginia",75.2289639382,6988,33.6,66.4,7.7,2.9,68.05,21057.286985,6,4.6,0.11,65.4,0.335,0.297,0.38,0.135,74.2,36.8,0.197,0.099,NA,NA,129.8,10.9,1146.175,"Trump"
"777","Carbon County, Wyoming",71.1129032258,6200,9.1,90.9,17.9,4.5,66.6,27754.875555,3.6,3.4,0.09,55.4,0.311,0.227,0.275,0.082,234.4,97.5,0.178,0.055,249.78,NA,101.1,NA,NA,"Trump"
"778","Hopkins County, Kentucky",75.1044688068,20341,22.2,77.8,13.2,5.7,73.85,25201.678095,4.7,4.6,0.1,64.2,0.386,0.239,0.342,0.121,402.9,35.3,0.164,0.073,138.02,3.66,78.9,8.7,1249.68,"Trump"
"779","McCracken County, Kentucky",66.3833322682,31294,14.8,85.2,21,8.3,76.75,25085.787935,3.9,3.8,0.09,53.4,0.354,0.229,0.301,0.104,545.1,176.2,0.155,0.078,234.31,4.4,80,5.7,1248.918,"Trump"
"780","Madison County, Kentucky",62.7571244911,37336,16.2,83.8,27.4,11.9,80.8,20359.05492,4.2,3.7,0.09,29.2,0.336,0.219,0.296,0.106,357.5,84.6,0.173,0.067,202.37,3.2,61.6,3.9,1172.21,"Trump"
"781","Muhlenberg County, Kentucky",71.9549563352,13054,23.5,76.5,10.2,4.7,71.95,22410.99873,4.4,4,0.09,54,0.325,0.279,0.342,0.121,377.3,41.2,0.187,0.094,56.68,4.53,93.2,NA,1172.464,"Trump"
"782","Barnstable County, Massachusetts",40.5843201399,132667,5.3,94.7,40.5,16.1,79.6,32580.49143,2.5,3.3,0.07,16.9,0.305,0.142,0.18,0.086,202.1,332.7,0.059,0.074,467.76,1.04,68.4,4.7,1181.481,"Clinton"
"783","Bristol County, Massachusetts",42.5796934181,246068,19.9,80.1,24.7,8.1,78.7,32110.545715,3.7,3.8,0.08,25.1,0.347,0.203,0.291,0.108,257.8,243.4,0.052,0.093,589.14,2.8,54.5,5.5,1268.30666667,"Clinton"
"784","Calvert County, Maryland",56.8074577051,43445,8.1,91.9,29,11.9,81.25,43811.907935,3.5,3.5,0.07,20.5,0.219,0.198,0.284,0.095,328.3,123.6,0.078,0.057,227.42,2.78,53.3,5.4,1162.05,"Trump"
"785","Prince George's County, Maryland",8.34256645713,351091,14.2,85.8,29.6,12.1,77.55,38176.4927,2.9,3,0.1,35.3,0.437,0.139,0.339,0.111,698.6,830.1,0.161,0.068,702.44,15.63,51.7,10.8,1098.296,"Clinton"
"786","Mackinac County, Michigan",61.432325887,6088,10.9,89.1,20.1,7.6,78.65,21443.87524,3.1,NA,0.07,19.3,0.281,0.242,0.338,0.125,154,NA,0.209,0.107,229.6,NA,90.4,NA,NA,"Trump"
"787","St. Joseph County, Michigan",62.638333684,23765,15.8,84.2,14,4.8,72,27216.116825,3.4,3,0.07,46.7,0.286,0.222,0.33,0.099,251.9,60.7,0.152,0.084,295.04,NA,64.7,8.4,979.424,"Trump"
"788","Freeborn County, Minnesota",55.2953732187,15929,14.2,85.8,13.8,4.1,75.1,24945.61397,3.6,3.9,0.06,41.9,0.374,0.186,0.306,0.099,234.2,26.4,0.109,0.059,123.98,NA,56.7,NA,865.124,"Trump"
"789","Hennepin County, Minnesota",28.5095830781,672644,7.9,92.1,44,14.7,78.35,35493.438415,2.7,2.5,0.07,27.3,0.316,0.141,0.219,0.066,489.5,397.4,0.109,0.053,453.01,4.43,56.5,5.6,NA,"Clinton"
"790","Kanabec County, Minnesota",64.3692307692,8125,12.9,87.1,13.9,3.4,75.95,26361.558095,3,4,0.05,31.3,0.264,0.212,0.264,0.08,142.2,NA,0.114,0.098,315.27,NA,54.9,NA,748.03,"Trump"
"791","Macon County, Alabama",15.9350708733,8748,21.2,78.8,20.9,10.2,85.85,16393.88095,3.7,2.9,0.12,34.5,0.643,0.138,0.392,0.166,1189.7,549.1,0.157,0.098,513.87,28.67,93.2,12.1,1351.534,"Clinton"
"792","Talladega County, Alabama",62.0025287495,33218,24.3,75.7,11.9,4.5,75.35,23309.22603,5.6,5.1,0.13,52.3,0.406,0.231,0.384,0.141,653.9,208.2,0.157,0.081,325.32,8.7,76,13.4,NA,"Trump"
"793","Jackson County, Alabama",80.0721674284,20785,26,74,12,4.6,74.25,24166.691745,5.8,5.3,0.09,53.1,0.229,0.221,0.3,0.134,198.9,64.3,0.184,0.071,241.54,5.08,93.6,7.8,NA,"Trump"
"794","Jefferson County, Alabama",45.0220777564,290111,13.4,86.6,28.8,10.7,76.95,29249.713015,3.7,3.9,0.12,47.8,0.422,0.212,0.322,0.117,855.3,592.9,0.151,0.068,697.53,17.47,79.3,11.3,1396.40733333,"Clinton"
"795","Clark County, Arkansas",51.7107583774,8505,16.9,83.1,21.7,8.5,81.55,13886.0673,4,2.6,0.08,27.6,0.381,0.119,0.326,0.115,826.8,146,0.211,0.093,378.98,6.21,71,NA,1389.126,"Trump"
"796","Pulaski County, Arkansas",38.3619878861,159486,11.8,88.2,30.7,11.5,75.35,28503.21016,3.2,3.3,0.11,57,0.454,0.192,0.331,0.111,792.9,484.8,0.183,0.066,1128.82,15.81,76.6,9.2,1284.1605,"Clinton"
"797","Kings County, California",54.096124031,32250,30.1,69.9,11.8,3.3,67.3,23075.12603,5.4,4.3,0.07,65,0.33,0.125,0.242,0.075,437,176.7,0.212,0.153,385.73,4.31,48.8,6.4,213.6775,"Trump"
"798","Sacramento County, California",34.8695045837,467526,14.9,85.1,27.8,8.9,77.7,32586.514605,3.5,3.7,0.07,36.2,0.359,0.146,0.277,0.092,649.7,272.4,0.162,0.106,586.95,6.98,58.2,5.7,508.1524,"Clinton"
"799","Santa Barbara County, California",32.7235970382,164224,19.9,80.1,31,12.4,78.15,25454.674605,3.7,3.3,0.06,35.2,0.302,0.105,0.192,0.066,418.4,141.6,0.222,0.08,429.06,2.35,47.1,4.8,NA,"Clinton"
"800","Routt County, Colorado",37.3874528028,13772,3.2,96.8,45.6,14.6,70.95,31211.74476,1.8,2.2,0.1,15.6,0.219,0.098,0.134,0.033,210.9,79,0.158,0.073,230.09,NA,85.5,NA,NA,"Clinton"
"801","Mesa County, Colorado",64.278273412,74876,10.9,89.1,25.4,8.5,73.25,27529.67111,3.7,3.5,0.07,46.5,0.275,0.201,0.223,0.066,465,72.9,0.181,0.092,292.46,3.09,80.9,5.3,267.335,"Trump"
"802","Summit County, Colorado",31.5297926655,16061,5.4,94.6,49.9,15.2,61.55,31847.404445,2.2,1.9,0.11,32.8,0.29,0.095,0.145,0.039,275.3,153.4,0.211,0.072,131.86,NA,39.9,NA,460.629,"Clinton"
"803","Middlesex County, Connecticut",43.9435759372,88402,8,92,37,16.1,83.2,42239.170475,2.8,3.2,0.07,10.6,0.238,0.15,0.239,0.08,209,177.7,0.078,0.071,110.77,1.31,49.6,4.6,NA,"Clinton"
"804","Clay County, Florida",70.4173443773,106363,9.7,90.3,23.8,7.7,79.1,32271.88889,3.3,3.5,0.08,33.1,0.289,0.209,0.282,0.112,349.3,145.5,0.17,0.076,439.85,5.23,64.4,6.5,1308.862,"Trump"
"805","Franklin County, Florida",68.6156921539,6003,21.7,78.3,18.8,5.5,65.35,21561.211745,5.5,3.9,0.08,79.6,0.497,NA,0.261,0.099,370.8,174.3,0.233,0.067,813.93,NA,108.1,NA,1465.58,"Trump"
"806","Lake County, Florida",59.9700997069,169898,13.1,86.9,20.3,6.9,74.6,26719.80349,3.5,3.6,0.08,48,0.31,0.149,0.291,0.12,304.6,210.4,0.212,0.09,396.44,3.79,78.3,6.8,1296.797,"Trump"
"807","Okeechobee County, Florida",68.5299295775,13632,28.4,71.6,11.4,2.9,65.3,20769.9873,3.9,3.4,0.09,75.8,0.463,0.199,0.317,0.103,463.4,383.2,0.293,0.102,560.04,5.41,106.8,5.7,NA,"Trump"
"808","St. Lucie County, Florida",49.9165073793,140731,16.6,83.4,17.8,6.3,75.55,26767.777145,4.2,4.1,0.08,43.9,0.389,0.161,0.287,0.131,347.4,630.1,0.27,0.111,418.26,4.62,69.5,6.8,1367.536,"Clinton"
"809","Bleckley County, Georgia",75.3344142683,4934,26.8,73.2,10.1,6.3,80.65,24665.132065,4.7,3.8,0.12,29.7,0.404,0.197,0.301,0.123,684.7,361.6,0.182,0.135,299.68,NA,75.8,NA,NA,"Trump"
"810","Brooks County, Georgia",58.6949585195,6268,21.8,78.2,15.8,5.8,69.05,23659.110795,4.4,4.8,0.12,71.2,0.419,0.217,0.333,0.148,560.1,782.5,0.25,0.086,856.4,NA,74.6,NA,NA,"Trump"
"811","Glynn County, Georgia",63.1062542228,34041,13.9,86.1,26.4,9.8,75.35,27829.180315,3.6,2.5,0.1,68.4,0.423,0.18,0.282,0.099,492.6,369.6,0.226,0.097,698,9.96,83.8,10,1201.674,"Trump"
"812","Habersham County, Georgia",81.746031746,16128,25,75,18.7,7,80.1,22312.07873,3.3,3.2,0.08,59.7,0.262,0.252,0.276,0.107,191.8,67.9,0.257,0.089,200.47,NA,70.6,NA,1479.296,"Trump"
"813","Henry County, Georgia",46.5548721401,98037,10.8,89.2,24.4,8.2,81.5,35465.208255,3.4,2.9,0.09,32.2,0.327,0.207,0.285,0.096,437.9,103.2,0.178,0.09,204.55,4.4,55.3,7.7,1257.808,"Clinton"
"814","Macon County, Georgia",35.9225565664,4287,32.5,67.5,10.7,4.8,74.45,20847.58889,NA,NA,0.13,56.2,0.447,0.35,0.342,0.143,381.8,458.1,0.25,0.147,347.07,NA,71.4,NA,1170.178,"Clinton"
"815","Montgomery County, Georgia",74.9438202247,3560,18.7,81.3,15.5,5.5,77.7,23000.56476,3.1,3.5,0.11,45.9,0.402,NA,0.327,0.123,540.5,92.6,0.239,0.101,NA,NA,70,NA,NA,"Trump"
"816","Randolph County, Georgia",43.8687392055,2895,29.6,70.4,13.1,6.2,80,17356.279365,3.3,NA,0.16,54.9,0.381,NA,0.365,0.162,740.9,209.8,0.219,0.137,136.82,NA,69.9,NA,1318.26,"Clinton"
"817","Wilkes County, Georgia",57.4720357942,4470,28.2,71.8,15.5,7.1,77.35,22097.221905,4.5,NA,0.1,50.1,0.495,NA,0.327,0.164,568,175.7,0.212,0.109,494.94,NA,71.8,NA,1118.87,"Trump"
"818","Floyd County, Iowa",54.7401377583,7985,8.4,91.6,14.9,4.2,75,24687.74603,2.5,1.8,0.06,35.9,0.293,0.16,0.31,0.106,242.7,NA,0.105,0.064,73.81,NA,52.5,NA,884.174,"Trump"
"819","Pocahontas County, Iowa",70.2688593057,3831,8.3,91.7,16.4,4.3,76.85,25374.531745,2.1,1.2,0.07,30.2,0.287,0.2,0.301,0.114,125.3,NA,0.108,0.041,72.4,NA,NA,NA,852.17,"Trump"
"820","Scott County, Iowa",46.0460896817,84878,9.5,90.5,29.7,9.9,78.6,29372.029205,2.7,2.9,0.07,43.2,0.331,0.175,0.285,0.082,553.6,126.1,0.105,0.064,505.19,3.99,54.4,6.3,915.162,"Clinton"
"821","Butte County, Idaho",74.3089430894,1230,11.4,88.6,17.5,5,75.65,22245.580635,NA,4,NA,22.1,0.302,0.178,0.3,0.097,NA,NA,0.172,0.072,222.53,NA,NA,NA,232.7275,"Trump"
"822","Elmore County, Idaho",68.2709238173,8519,15.5,84.5,14.6,4.3,64.75,25154.255875,3.7,2.5,0.07,55.7,0.233,0.167,0.295,0.086,440.3,65.5,0.198,0.075,236.66,NA,64.5,7.8,267.97,"Trump"
"823","Macon County, Illinois",56.6419220439,47283,13.1,86.9,20.5,7.1,76.3,28543.235555,3.2,3,0.09,55.8,0.418,0.23,0.321,0.101,716.2,132.1,0.122,0.106,536.77,6.19,50.8,10.2,1000.379,"Trump"
"824","Vermilion County, Illinois",62.3577972415,29799,15.1,84.9,13.7,4.5,71.75,26298.61016,4.4,3.9,0.1,57.8,0.458,0.254,0.296,0.105,772.9,137.1,0.125,0.099,567.75,6.42,69.2,7.9,1035.558,"Trump"
"825","Wayne County, Illinois",84.3386627907,8256,15.7,84.3,12.1,3.5,73.8,25503.62508,1.6,NA,0.07,47.9,0.344,NA,0.29,0.102,132.1,35.5,0.134,0.084,242.82,NA,60.5,NA,1144.651,"Trump"
"826","Winnebago County, Illinois",47.7071850089,113027,15.6,84.4,21.1,7.3,76.7,27863.666985,3.8,3.5,0.09,48.8,0.412,0.214,0.291,0.106,536.4,143.7,0.148,0.114,891.85,6.71,62.7,8.4,930.529,"Clinton"
"827","Cass County, Indiana",68.6027591086,14135,18,82,14.1,5.4,73.4,26072.916825,3.2,3.6,0.08,47.9,0.315,0.23,0.345,0.101,108.2,84.7,0.213,0.087,96.48,NA,58.4,8.8,1020.826,"Trump"
"828","Fayette County, Indiana",71.7628541448,9530,23.1,76.9,8.8,4,74.65,24982.911745,3.9,6.7,0.08,59.8,0.348,0.248,0.344,0.115,263.5,29.3,0.17,0.115,NA,NA,72.2,NA,NA,"Trump"
"829","Hamilton County, Indiana",56.8241879841,153630,3.9,96.1,53.8,17.9,84.85,41150.902855,2.4,2.4,0.07,14.4,0.169,0.124,0.22,0.075,121.6,61.7,0.094,0.058,48.47,1.08,31.4,5.4,1047.66533333,"Trump"
"830","Harrison County, Indiana",70.1262953368,18528,11.6,88.4,14.4,4.7,76.95,27907.3273,3.7,4,0.08,32.9,0.258,0.134,0.31,0.109,172.9,63.1,0.156,0.075,73.05,NA,61.6,NA,1133.094,"Trump"
"831","Marion County, Indiana",36.0672445786,361070,16,84,27.3,9.5,73.05,27984.642855,3.6,3.8,0.09,57.4,0.461,0.242,0.319,0.106,1000.6,474,0.186,0.087,1128.33,13.05,67.2,9.1,1076.0964,"Clinton"
"832","Posey County, Indiana",67.4244858612,12448,11,89,18.5,6.5,82.05,32564.01905,3.7,2.3,0.07,27.1,0.279,0.215,0.316,0.107,233.3,40.7,0.116,0.072,NA,NA,74.3,NA,1168.654,"Trump"
"833","Barton County, Kansas",76.9825535289,10088,14.4,85.6,20.5,6.5,75.6,24170.39397,3.8,3.1,0.07,46.8,0.23,0.169,0.344,0.119,312.5,104.7,0.174,0.042,362.94,NA,69.1,12.3,NA,"Trump"
"834","Doniphan County, Kansas",77.2727272727,3366,13.1,86.9,16.3,4.7,76.9,23837.683175,3.1,3.6,0.07,19.6,0.287,0.167,0.346,0.099,226.6,NA,0.144,0.061,270.61,NA,62.8,NA,945.642,"Trump"
"835","Greeley County, Kansas",81.8466353678,639,10,90,20.7,7,76.2,27221.779685,NA,NA,NA,NA,0.073,NA,0.307,0.11,397.5,NA,0.179,0.033,279.78,NA,NA,NA,467.868,"Trump"
"836","Shawnee County, Kansas",47.9972300673,73648,10,90,28.9,10,76.9,28479.428255,3,3.1,0.08,49.9,0.391,0.188,0.326,0.106,456,119.4,0.139,0.062,449.88,6.64,66.2,8.4,960.6788,"Clinton"
"837","Wallace County, Kansas",91.270860077,779,13,87,23.4,5,79.95,24841.259365,NA,NA,NA,NA,0.036,NA,0.315,0.113,NA,NA,0.16,0.039,66.93,NA,NA,NA,491.871,"Trump"
"838","Bath County, Kentucky",67.2485271656,4583,27.8,72.2,13.2,5.4,80.05,21745.75524,5.5,5.1,0.1,81.4,0.371,0.321,0.344,0.133,315.1,NA,0.189,0.101,NA,NA,126.3,NA,NA,"Trump"
"839","Floyd County, Kentucky",72.5090689238,16540,31.1,68.9,11.7,4.5,68.75,20847.446985,8.1,6.5,0.12,73.2,0.37,0.288,0.386,0.172,193.8,39,0.179,0.106,53.69,6.74,149.7,8.4,NA,"Trump"
"840","Steuben County, New York",65.3871211529,38373,12.5,87.5,19.9,9.5,76.35,26989.042855,4,3.9,0.07,28.4,0.337,0.304,0.309,0.105,246.4,82.8,0.124,0.098,149.09,1.74,60.2,5.8,868.553,"Trump"
"841","Sullivan County, New York",55.1737145875,26509,16.1,83.9,20.3,8.8,75.6,28640.834605,4.4,3.4,0.09,31,0.341,0.258,0.293,0.108,408.3,618.6,0.143,0.096,260.1,1.85,65.4,6.3,1294.003,"Trump"
"842","Brown County, Ohio",74.4918752286,19139,20,80,9.8,3.6,75.9,27619.37111,3.3,3.2,0.08,39.5,0.26,0.363,0.364,0.128,239.4,48,0.149,0.088,36.05,NA,86.5,5.9,NA,"Trump"
"843","Defiance County, Ohio",64.5012644001,17795,12.2,87.8,16.3,6.6,75.15,26305.874285,4.1,4,0.06,40.5,0.336,0.214,0.283,0.107,339.5,56.2,0.138,0.073,71.94,NA,63.4,6.3,890.862666667,"Trump"
"844","Perry County, Ohio",68.1231651533,14647,15.8,84.2,8.9,3.4,76.35,25646.91524,4.3,3.6,0.09,46.4,0.296,0.254,0.367,0.11,115.7,45.8,0.148,0.095,25.42,NA,64.7,7,1029.97,"Trump"
"845","Northampton County, Pennsylvania",49.9975485904,142775,13,87,26.3,9.5,79.9,31578.94603,3.6,3.9,0.09,22.6,0.28,0.177,0.29,0.091,263,153.1,0.111,0.084,194.49,2.94,52.4,6,NA,"Clinton"
"846","Cherokee County, South Carolina",69.7113174589,21754,25.8,74.2,11.7,3.4,74.65,25690.35238,4.2,4.4,0.12,69.2,0.401,0.282,0.314,0.12,729.2,140.8,0.197,0.117,392.84,8.39,76.2,13.8,1185.58733333,"Trump"
"847","Jasper County, South Carolina",42.9093978616,14216,25.1,74.9,9.4,2.7,64.1,21495.321585,3.7,3.5,0.11,70.3,0.442,0.262,0.415,0.131,420.7,430.9,0.274,0.086,520.09,15.5,105.1,NA,NA,"Clinton"
"848","Charles Mix County, South Dakota",69.3853772211,3433,19.3,80.7,15.5,3.9,74.1,19208.28762,2.3,2.1,0.06,71.8,0.476,0.174,0.331,0.124,662.5,NA,0.182,0.05,153.22,NA,97,NA,631.867333333,"Trump"
"849","Hutchinson County, South Dakota",74.7994056464,3365,19.5,80.5,21.7,5.1,81.4,24754.079365,1.6,1.5,0.05,12.5,0.25,0.101,0.294,0.097,68.9,NA,0.134,0.036,9.11,NA,62.3,NA,616.204,"Trump"
"850","Marshall County, South Dakota",54.2372881356,1947,14.7,85.3,16.7,3.6,79.95,22672.15016,2.1,2.4,0.06,30.1,0.214,0.23,0.289,0.095,174,NA,0.171,0.057,124.36,NA,NA,NA,597.281,"Trump"
"851","Grundy County, Tennessee",76.3368421053,4750,35.7,64.3,8,3.1,70.25,19149.54127,6.1,7.2,0.1,55.7,0.38,0.27,0.306,0.122,228.9,65.9,0.184,0.094,442.78,10.22,149.5,NA,1529.207,"Trump"
"852","Haywood County, Tennessee",44.1090269637,6824,25.2,74.8,12.9,4.3,70.75,21147.461905,4.4,3,0.13,68.7,0.391,0.173,0.387,0.145,866.3,573.5,0.166,0.112,1175.56,NA,63.1,17.5,1374.394,"Clinton"
"853","Williamson County, Tennessee",65.100286533,104700,5.2,94.8,51.8,17.1,85.25,41452.626665,2,1.9,0.07,12.8,0.147,0.109,0.259,0.092,109.8,82.5,0.092,0.054,120.77,2.13,40.8,3.7,1357.376,"Trump"
"854","Galveston County, Texas",59.3302901753,123994,14.1,85.9,26.3,9.1,79.25,32181.859685,3.6,3.2,0.09,46.3,0.292,0.172,0.293,0.099,401.4,268.4,0.208,0.077,348.27,7.19,72.4,6.9,1275.24933333,"Trump"
"855","Nueces County, Texas",48.7735431617,103958,21.8,78.2,19.9,7.4,75.05,23833.141585,4.5,3.2,0.09,62.8,0.422,0.26,0.294,0.1,737.6,166.5,0.244,0.062,681.8,6.04,59.7,6.2,824.484,"Clinton"
"856","Real County, Texas",82.3599523242,1678,22.4,77.6,19.4,4.6,75,15977.61619,NA,NA,NA,52.2,0.473,NA,0.289,0.13,408.6,NA,0.348,0.072,62.85,NA,NA,NA,765.471333333,"Trump"
"857","Titus County, Texas",69.8016564952,9176,27.1,72.9,13.7,3.9,78.5,21893.81746,4.1,3.6,0.08,86.5,0.318,NA,0.305,0.094,371.2,84.4,0.309,0.071,262.14,6.57,70.4,6.2,1211.58,"Trump"
"858","Duchesne County, Utah",79.4143104443,6932,15.1,84.9,16,5.6,69.85,26301.83746,4.1,3.3,0.07,66.8,0.182,0.192,0.266,0.083,195.9,NA,0.193,0.041,204.96,NA,94.2,NA,221.742,"Trump"
"859","Bath County, Virginia",69.0147124387,2243,20.8,79.2,11.5,4.1,67.75,30448.45238,NA,NA,0.1,14.2,0.405,NA,0.278,0.115,85.9,NA,0.167,0.052,35.64,NA,NA,NA,1104.9,"Trump"
"860","Greensville County, Virginia",39.8120559248,4363,30.3,69.7,5.5,1.5,60.55,20747.05524,3.5,3.4,0.13,87.1,0.436,0.187,0.34,0.117,553.2,875.7,0.141,0.093,139.04,NA,60.7,NA,1147.826,"Clinton"
"861","Chesapeake city, Virginia",48.2781439187,111827,10.7,89.3,27.9,10.4,76.9,35035.56857,2.9,2.3,0.09,31.4,0.295,0.158,0.285,0.097,613.2,273.9,0.122,0.06,395.77,6.5,47.3,9.8,NA,"Clinton"
"862","Hampton city, Virginia",28.951519784,61489,11.4,88.6,21.8,8.2,72.15,29461.4527,3,3.5,0.1,37.4,0.446,0.191,0.365,0.12,1131.2,480.4,0.139,0.078,288.08,8.6,48,10.2,NA,"Clinton"
"863","Chippewa County, Wisconsin",56.9158908201,31471,11.6,88.4,17.5,4.5,74,27342.30889,2.3,2.7,0.06,26.2,0.264,0.235,0.297,0.089,299.5,22.5,0.096,0.065,108.53,NA,69.3,7.1,810.768,"Trump"
"864","Livingston County, Kentucky",76.8899418479,4643,20.9,79.1,10.7,4.6,74.15,23678.94476,6.8,6.3,0.08,52.6,0.334,0.303,0.326,0.139,115.4,122.2,0.184,0.082,62.75,NA,126.2,NA,1222.756,"Trump"
"865","Pendleton County, Kentucky",76.643915432,6007,22.1,77.9,10.5,4.5,76.85,26761.918095,5.6,6,0.1,47.6,0.331,0.279,0.332,0.107,197.3,56.2,0.167,0.086,58.04,NA,103.4,NA,1051.814,"Trump"
"866","Webster County, Kentucky",75.745047373,5805,25.6,74.4,8.5,3.4,72.25,24624.797145,4,3.1,0.09,63.5,0.225,0.273,0.337,0.132,270.7,NA,0.185,0.077,44.2,NA,107.7,NA,1154.049,"Trump"
"867","Acadia Parish, Louisiana",77.262104725,27386,30.5,69.5,10.9,2.7,73.45,24012.029525,3.8,3.4,0.11,64.5,0.4,0.236,0.322,0.099,543.7,173.7,0.203,0.056,473.87,5.18,94.2,10.1,1530.223,"Trump"
"868","Claiborne Parish, Louisiana",55.8324248559,6421,25.3,74.7,11.3,3.9,74.9,21182.610475,3.9,2.7,0.14,68.6,0.556,0.226,0.355,0.151,685.8,376,0.211,0.077,660.69,NA,78,18.1,1412.494,"Trump"
"869","Iberia Parish, Louisiana",64.4080852899,32454,25.2,74.8,13.4,3.8,74.55,24302.841905,4.1,2.9,0.11,67,0.482,0.201,0.369,0.124,790.2,142.2,0.21,0.057,601.98,8.2,74.7,8.7,NA,"Trump"
"870","Union Parish, Louisiana",73.1778960896,10894,19.7,80.3,13.8,4.4,70.6,26937.232065,4.4,3.7,0.11,65,0.434,0.259,0.365,0.141,475.1,113.1,0.212,0.07,372.4,NA,80,9.4,1483.78333333,"Trump"
"871","Hampden County, Massachusetts",39.0720207771,200220,16.8,83.2,23.8,8.8,77.9,30698.650795,3.8,3.9,0.09,40.7,0.454,0.188,0.292,0.105,610.8,440.6,0.057,0.085,670.46,4.83,46.9,6.6,1247.902,"Clinton"
"872","Clare County, Michigan",63.5562196489,13385,17.4,82.6,10.3,4.2,72.8,21221.063175,5.6,5.3,0.08,49.3,0.361,0.262,0.293,0.124,145,43.3,0.157,0.116,155.32,NA,71.2,9.2,NA,"Trump"
"873","Grand Traverse County, Michigan",53.2685581034,51460,7.2,92.8,28.9,10.3,77.3,25305.46476,2.7,3.5,0.07,23.5,0.291,0.171,0.314,0.091,281.8,74,0.143,0.08,165.79,NA,52.3,6,835.188285714,"Trump"
"874","Hubbard County, Minnesota",63.6347719513,11423,8.9,91.1,23.3,7.2,73.15,24035.88635,2.8,2.7,0.06,31.8,0.282,0.167,0.286,0.093,69,NA,0.119,0.083,100.16,NA,71.2,NA,684.53,"Trump"
"875","Bollinger County, Missouri",85.1472922914,5669,24.9,75.1,10.1,4.2,71.55,23529.95746,5.4,3.1,0.07,50.2,0.182,0.245,0.357,0.118,129.5,NA,0.197,0.07,176.85,NA,56.2,NA,NA,"Trump"
"876","Chariton County, Missouri",74.4068652196,3962,15.3,84.7,14.2,5,78.1,26719.70095,3.5,5.3,0.05,29.9,0.304,0.122,0.319,0.113,116.4,NA,0.165,0.063,313.74,NA,58.5,NA,1046.734,"Trump"
"877","Holt County, Missouri",82.0272572402,2348,11.3,88.7,16.3,5.5,72.95,25465.294605,2.1,NA,0.08,44,0.22,NA,0.296,0.114,NA,NA,0.192,0.05,129.23,NA,80.9,NA,864.235,"Trump"
"878","McDonald County, Missouri",80.1530426333,8233,23.4,76.6,8.9,2,74.75,21730.49365,4,3.8,0.08,67.4,0.331,0.337,0.317,0.107,248.1,79.9,0.251,0.062,384.93,6.24,99.1,10,1174.496,"Trump"
"879","Shelby County, Missouri",77.6137761378,3252,11.4,88.6,13.4,4.8,74.95,21471.59143,3.1,2,0.08,22.1,0.248,0.114,0.317,0.117,79.6,NA,0.184,0.061,99.27,NA,71.4,NA,1057.91,"Trump"
"880","Greene County, Mississippi",80.9201877934,5325,26.7,73.3,8.3,2.7,63.65,24938.36857,4.3,2.8,0.09,60.3,0.288,0.261,0.377,0.138,286,64.2,0.218,0.118,70.29,NA,77.1,NA,1610.614,"Trump"
"881","Issaquena County, Mississippi",42.6323319027,699,40.3,59.7,4.3,1.2,70.8,18457.58984,NA,NA,0.16,76.7,0.463,NA,0.381,0.151,790.2,NA,0.228,0.137,NA,NA,NA,NA,NA,"Clinton"
